Station_ID,Station Name,Date,Time,Parameter (units),Results,RDL
1805,PINE048.8-4177,8/11/2014,20:00,Water Temperature (deg C),23.4,
1805,PINE048.8-4177,8/11/2014,20:00,pH - Field (None),8.99,
1805,PINE048.8-4177,8/11/2014,20:00,Specific Conductivity (umho/cm),97.5,
1805,PINE048.8-4177,8/11/2014,20:00,Dissolved Oxygen (mg/l),6.69,
1805,PINE048.8-4177,8/11/2014,20:00,Turbidity (NTU),4,
92,LPIN000.2-4177,9/23/2014,14:45,Water Temperature (deg C),18.9,
92,LPIN000.2-4177,9/23/2014,14:45,pH - Field (None),7.7,
92,LPIN000.2-4177,9/23/2014,14:45,Specific Conductivity (umho/cm),149.4,
92,LPIN000.2-4177,9/23/2014,14:45,Dissolved Oxygen (mg/l),12.65,
92,LPIN000.2-4177,9/23/2014,14:45,Turbidity (NTU),1.77,
1669,BLOC001.3-4177,9/23/2014,15:30,Flow (cfs),7.3,
1669,BLOC001.3-4177,9/23/2014,15:30,Water Temperature (deg C),15.8,
1669,BLOC001.3-4177,9/23/2014,15:30,pH - Field (None),7.62,
1669,BLOC001.3-4177,9/23/2014,15:30,Specific Conductivity (umho/cm),132.8,
1669,BLOC001.3-4177,9/23/2014,15:30,Dissolved Oxygen (mg/l),12.38,
1669,BLOC001.3-4177,9/23/2014,15:30,Turbidity (NTU),1.1,
1806,MARS001.5-4177,9/23/2014,12:00,Water Temperature (deg C),15.4,
1806,MARS001.5-4177,9/23/2014,12:00,pH - Field (None),7.3,
1806,MARS001.5-4177,9/23/2014,12:00,Specific Conductivity (umho/cm),248,
1806,MARS001.5-4177,9/23/2014,12:00,Dissolved Oxygen (mg/l),10.36,
1806,MARS001.5-4177,9/23/2014,12:00,Turbidity (NTU),5.7,
1731,LONG001.3-4177,9/23/2014,13:05,Water Temperature (deg C),14.34,
1731,LONG001.3-4177,9/23/2014,13:05,pH - Field (None),7.9,
1731,LONG001.3-4177,9/23/2014,13:05,Specific Conductivity (umho/cm),133,
1731,LONG001.3-4177,9/23/2014,13:05,Dissolved Oxygen (mg/l),9.91,
1731,LONG001.3-4177,9/23/2014,13:05,Turbidity (NTU),0.6,
1666,ELKR000.5-4177,8/28/2014,8:05,Water Temperature (deg C),13.6,
1666,ELKR000.5-4177,8/28/2014,8:05,pH - Field (None),7.28,
1666,ELKR000.5-4177,8/28/2014,8:05,Specific Conductivity (umho/cm),75.7,
1666,ELKR000.5-4177,8/28/2014,8:05,Dissolved Oxygen (mg/l),9.74,
1666,ELKR000.5-4177,8/28/2014,8:05,Turbidity (NTU),4.45,
1810,NINE000.1-4177,8/28/2014,9:15,Water Temperature (deg C),12.7,
1810,NINE000.1-4177,8/28/2014,9:15,pH - Field (None),6.79,
1810,NINE000.1-4177,8/28/2014,9:15,Specific Conductivity (umho/cm),55.7,
1810,NINE000.1-4177,8/28/2014,9:15,Dissolved Oxygen (mg/l),10.1,
1810,NINE000.1-4177,8/28/2014,9:15,Turbidity (NTU),1.99,
1805,PINE048.8-4177,10/6/2014,14:00,Water Temperature (deg C),16.23,
1805,PINE048.8-4177,10/6/2014,14:00,pH - Field (None),8.9,
1805,PINE048.8-4177,10/6/2014,14:00,Specific Conductivity (umho/cm),106,
1805,PINE048.8-4177,10/6/2014,14:00,Dissolved Oxygen (mg/l),12.87,
1805,PINE048.8-4177,10/6/2014,14:00,Turbidity (NTU),2.67,
1669,BLOC001.3-4177,10/21/2014,8:30,Flow (cfs),39.833,
1669,BLOC001.3-4177,10/21/2014,8:30,Water Temperature (deg C),9.39,
1669,BLOC001.3-4177,10/21/2014,8:30,pH - Field (None),6.97,
1669,BLOC001.3-4177,10/21/2014,8:30,Specific Conductivity (umho/cm),95,
1669,BLOC001.3-4177,10/21/2014,8:30,Dissolved Oxygen (mg/l),10.9,
1669,BLOC001.3-4177,10/21/2014,8:30,Turbidity (NTU),1.93,
1669,BLOC001.3-4177,10/21/2014,8:30,Suspended Sediment (mg/l),1,
92,LPIN000.2-4177,10/21/2014,9:30,Flow (cfs),152.949,
92,LPIN000.2-4177,10/21/2014,9:30,Water Temperature (deg C),10.56,
92,LPIN000.2-4177,10/21/2014,9:30,pH - Field (None),7.17,
92,LPIN000.2-4177,10/21/2014,9:30,Specific Conductivity (umho/cm),100,
92,LPIN000.2-4177,10/21/2014,9:30,Dissolved Oxygen (mg/l),11.26,
92,LPIN000.2-4177,10/21/2014,9:30,Turbidity (NTU),2.49,
92,LPIN000.2-4177,10/21/2014,9:30,Suspended Sediment (mg/l),0.5,
1805,PINE048.8-4177,10/21/2014,12:30,Water Temperature (deg C),9.9,
1805,PINE048.8-4177,10/21/2014,12:30,pH - Field (None),8.03,
1805,PINE048.8-4177,10/21/2014,12:30,Specific Conductivity (umho/cm),84,
1805,PINE048.8-4177,10/21/2014,12:30,Dissolved Oxygen (mg/l),12.59,
1805,PINE048.8-4177,10/21/2014,12:30,Suspended Sediment (mg/l),2,
1667,WPIN001.5-4177,10/21/2014,14:15,Flow (cfs),121.347,
1667,WPIN001.5-4177,10/21/2014,14:15,Water Temperature (deg C),10.12,
1667,WPIN001.5-4177,10/21/2014,14:15,pH - Field (None),7.11,
1667,WPIN001.5-4177,10/21/2014,14:15,Specific Conductivity (umho/cm),48,
1667,WPIN001.5-4177,10/21/2014,14:15,Dissolved Oxygen (mg/l),11.15,
1667,WPIN001.5-4177,10/21/2014,14:15,Turbidity (NTU),1.69,
1667,WPIN001.5-4177,10/21/2014,14:15,Suspended Sediment (mg/l),2,
1666,ELKR000.5-4177,10/21/2014,15:15,Flow (cfs),17.677,
1666,ELKR000.5-4177,10/21/2014,15:15,Water Temperature (deg C),10.58,
1666,ELKR000.5-4177,10/21/2014,15:15,pH - Field (None),7.76,
1666,ELKR000.5-4177,10/21/2014,15:15,Specific Conductivity (umho/cm),79,
1666,ELKR000.5-4177,10/21/2014,15:15,Dissolved Oxygen (mg/l),11.48,
1666,ELKR000.5-4177,10/21/2014,15:15,Turbidity (NTU),1.42,
1731,LONG001.3-4177,10/21/2014,16:00,Flow (cfs),11.935,
1731,LONG001.3-4177,10/21/2014,16:00,Water Temperature (deg C),11.18,
1731,LONG001.3-4177,10/21/2014,16:00,pH - Field (None),7.5,
1731,LONG001.3-4177,10/21/2014,16:00,Specific Conductivity (umho/cm),119,
1731,LONG001.3-4177,10/21/2014,16:00,Dissolved Oxygen (mg/l),10.96,
1731,LONG001.3-4177,10/21/2014,16:00,Turbidity (NTU),1.11,
1731,LONG001.3-4177,10/21/2014,16:00,Suspended Sediment (mg/l),1,
1806,MARS001.5-4177,10/22/2014,8:00,Flow (cfs),22.798,
1806,MARS001.5-4177,10/22/2014,8:00,Water Temperature (deg C),10.26,
1806,MARS001.5-4177,10/22/2014,8:00,pH - Field (None),7.33,
1806,MARS001.5-4177,10/22/2014,8:00,Specific Conductivity (umho/cm),182,
1806,MARS001.5-4177,10/22/2014,8:00,Dissolved Oxygen (mg/l),9.04,
1806,MARS001.5-4177,10/22/2014,8:00,Turbidity (NTU),5.43,
1806,MARS001.5-4177,10/22/2014,8:00,Suspended Sediment (mg/l),4,
1811,PINE077.1-4177,10/22/2014,9:00,Flow (cfs),7.464,
1811,PINE077.1-4177,10/22/2014,9:00,Water Temperature (deg C),8.46,
1811,PINE077.1-4177,10/22/2014,9:00,pH - Field (None),7.65,
1811,PINE077.1-4177,10/22/2014,9:00,Specific Conductivity (umho/cm),82,
1811,PINE077.1-4177,10/22/2014,9:00,Dissolved Oxygen (mg/l),10.98,
1811,PINE077.1-4177,10/22/2014,9:00,Turbidity (NTU),2.02,
1811,PINE077.1-4177,10/22/2014,9:00,Suspended Sediment (mg/l),5,
1810,NINE000.1-4177,10/22/2014,10:00,Flow (cfs),22.596,
1810,NINE000.1-4177,10/22/2014,10:00,Water Temperature (deg C),8.47,
1810,NINE000.1-4177,10/22/2014,10:00,pH - Field (None),7.3,
1810,NINE000.1-4177,10/22/2014,10:00,Specific Conductivity (umho/cm),64,
1810,NINE000.1-4177,10/22/2014,10:00,Dissolved Oxygen (mg/l),11.03,
1810,NINE000.1-4177,10/22/2014,10:00,Turbidity (NTU),2.37,
1810,NINE000.1-4177,10/22/2014,10:00,Suspended Sediment (mg/l),3,
1666,ELKR000.5-4177,11/5/2014,9:30,Flow (cfs),7.091,
1666,ELKR000.5-4177,11/5/2014,9:30,Water Temperature (deg C),8,
1666,ELKR000.5-4177,11/5/2014,9:30,pH - Field (None),8,
1666,ELKR000.5-4177,11/5/2014,9:30,Specific Conductivity (umho/cm),86.6,
1666,ELKR000.5-4177,11/5/2014,9:30,Dissolved Oxygen (mg/l),13.03,
1666,ELKR000.5-4177,11/5/2014,9:30,Turbidity (NTU),1.52,
1667,WPIN001.5-4177,11/5/2014,15:25,Water Temperature (deg C),8.8,
1667,WPIN001.5-4177,11/5/2014,15:25,pH - Field (None),7.12,
1667,WPIN001.5-4177,11/5/2014,15:25,Specific Conductivity (umho/cm),45.4,
1667,WPIN001.5-4177,11/5/2014,15:25,Dissolved Oxygen (mg/l),12.13,
1667,WPIN001.5-4177,11/5/2014,15:25,Turbidity (NTU),1.55,
1669,BLOC001.3-4177,12/3/2014,9:45,Water Temperature (deg C),2.87,
1669,BLOC001.3-4177,12/3/2014,9:45,pH - Field (None),6.88,
1669,BLOC001.3-4177,12/3/2014,9:45,Specific Conductivity (umho/cm),126,
1669,BLOC001.3-4177,12/3/2014,9:45,Dissolved Oxygen (mg/l),13.32,
1669,BLOC001.3-4177,12/3/2014,9:45,Turbidity (NTU),3,
1669,BLOC001.3-4177,12/3/2014,9:45,Flow (cfs),43,
1806,MARS001.5-4177,12/3/2014,10:50,Water Temperature (deg C),3.22,
1806,MARS001.5-4177,12/3/2014,10:50,pH - Field (None),7.02,
1806,MARS001.5-4177,12/3/2014,10:50,Specific Conductivity (umho/cm),196,
1806,MARS001.5-4177,12/3/2014,10:50,Dissolved Oxygen (mg/l),12.37,
1806,MARS001.5-4177,12/3/2014,10:50,Turbidity (NTU),4,
1731,LONG001.3-4177,12/3/2014,11:30,Water Temperature (deg C),3.21,
1731,LONG001.3-4177,12/3/2014,11:30,pH - Field (None),7.17,
1731,LONG001.3-4177,12/3/2014,11:30,Specific Conductivity (umho/cm),108,
1731,LONG001.3-4177,12/3/2014,11:30,Dissolved Oxygen (mg/l),13.04,
1731,LONG001.3-4177,12/3/2014,11:30,Turbidity (NTU),1,
1811,PINE077.1-4177,12/3/2014,11:45,Water Temperature (deg C),4.05,
1811,PINE077.1-4177,12/3/2014,11:45,pH - Field (None),7.22,
1811,PINE077.1-4177,12/3/2014,11:45,Specific Conductivity (umho/cm),72,
1811,PINE077.1-4177,12/3/2014,11:45,Dissolved Oxygen (mg/l),12.64,
1811,PINE077.1-4177,12/3/2014,11:45,Turbidity (NTU),1,
1810,NINE000.1-4177,1/8/2015,12:30,Water Temperature (deg C),0.32,
1810,NINE000.1-4177,1/8/2015,12:30,pH - Field (None),6.65,
1810,NINE000.1-4177,1/8/2015,12:30,Specific Conductivity (umho/cm),50,
1810,NINE000.1-4177,1/8/2015,12:30,Dissolved Oxygen (mg/l),13.39,
1810,NINE000.1-4177,1/8/2015,12:30,Turbidity (NTU),2.23,
1666,ELKR000.5-4177,1/8/2015,14:15,Water Temperature (deg C),-0.04,
1666,ELKR000.5-4177,1/8/2015,14:15,pH - Field (None),6.67,
1666,ELKR000.5-4177,1/8/2015,14:15,Specific Conductivity (umho/cm),71,
1666,ELKR000.5-4177,1/8/2015,14:15,Dissolved Oxygen (mg/l),14,
1666,ELKR000.5-4177,1/8/2015,14:15,Turbidity (NTU),4.49,
1811,PINE077.1-4177,1/28/2015,11:00,Water Temperature (deg C),-0.02,
1811,PINE077.1-4177,1/28/2015,11:00,pH - Field (None),6.09,
1811,PINE077.1-4177,1/28/2015,11:00,Specific Conductivity (umho/cm),85,
1811,PINE077.1-4177,1/28/2015,11:00,Dissolved Oxygen (mg/l),14.06,
1811,PINE077.1-4177,1/28/2015,11:00,Turbidity (NTU),1.3,
1810,NINE000.1-4177,1/28/2015,11:30,Water Temperature (deg C),-0.03,
1810,NINE000.1-4177,1/28/2015,11:30,pH - Field (None),6.23,
1810,NINE000.1-4177,1/28/2015,11:30,Specific Conductivity (umho/cm),58,
1810,NINE000.1-4177,1/28/2015,11:30,Dissolved Oxygen (mg/l),14.06,
1810,NINE000.1-4177,1/28/2015,11:30,Turbidity (NTU),2.9,
1806,MARS001.5-4177,1/28/2015,13:50,Water Temperature (deg C),1.08,
1806,MARS001.5-4177,1/28/2015,13:50,pH - Field (None),6.5,
1806,MARS001.5-4177,1/28/2015,13:50,Specific Conductivity (umho/cm),235,
1806,MARS001.5-4177,1/28/2015,13:50,Dissolved Oxygen (mg/l),14.21,
1806,MARS001.5-4177,1/28/2015,13:50,Turbidity (NTU),7.42,
1669,BLOC001.3-4177,2/3/2015,11:00,Water Temperature (deg C),0.01,
1669,BLOC001.3-4177,2/3/2015,11:00,pH - Field (None),7.58,
1669,BLOC001.3-4177,2/3/2015,11:00,Specific Conductivity (umho/cm),114,
1669,BLOC001.3-4177,2/3/2015,11:00,Dissolved Oxygen (mg/l),14.38,
1669,BLOC001.3-4177,2/3/2015,11:00,Turbidity (NTU),0.93,
1669,BLOC001.3-4177,2/3/2015,11:00,Suspended Sediment (mg/l),0.4,
92,LPIN000.2-4177,2/3/2015,12:00,Water Temperature (deg C),0.01,
92,LPIN000.2-4177,2/3/2015,12:00,pH - Field (None),7.63,
92,LPIN000.2-4177,2/3/2015,12:00,Specific Conductivity (umho/cm),114,
92,LPIN000.2-4177,2/3/2015,12:00,Dissolved Oxygen (mg/l),14.85,
92,LPIN000.2-4177,2/3/2015,12:00,Turbidity (NTU),0.7,
92,LPIN000.2-4177,2/3/2015,12:00,Suspended Sediment (mg/l),0.2,
1806,MARS001.5-4177,2/4/2015,10:30,Water Temperature (deg C),0.67,
1806,MARS001.5-4177,2/4/2015,10:30,pH - Field (None),6.95,
1806,MARS001.5-4177,2/4/2015,10:30,Specific Conductivity (umho/cm),227,
1806,MARS001.5-4177,2/4/2015,10:30,Dissolved Oxygen (mg/l),12.33,
1806,MARS001.5-4177,2/4/2015,10:30,Turbidity (NTU),5.88,
1806,MARS001.5-4177,2/4/2015,10:30,Suspended Sediment (mg/l),4.42,
1811,PINE077.1-4177,2/4/2015,11:30,Water Temperature (deg C),-0.18,
1811,PINE077.1-4177,2/4/2015,11:30,pH - Field (None),6.98,
1811,PINE077.1-4177,2/4/2015,11:30,Specific Conductivity (umho/cm),81,
1811,PINE077.1-4177,2/4/2015,11:30,Dissolved Oxygen (mg/l),13.31,
1811,PINE077.1-4177,2/4/2015,11:30,Turbidity (NTU),1.17,
1811,PINE077.1-4177,2/4/2015,11:30,Suspended Sediment (mg/l),1.43,
1810,NINE000.1-4177,2/4/2015,12:00,Water Temperature (deg C),0.36,
1810,NINE000.1-4177,2/4/2015,12:00,pH - Field (None),7.14,
1810,NINE000.1-4177,2/4/2015,12:00,Specific Conductivity (umho/cm),57,
1810,NINE000.1-4177,2/4/2015,12:00,Dissolved Oxygen (mg/l),13.3,
1810,NINE000.1-4177,2/4/2015,12:00,Turbidity (NTU),0.56,
1810,NINE000.1-4177,2/4/2015,12:00,Suspended Sediment (mg/l),1.46,
1731,LONG001.3-4177,2/5/2015,9:15,Water Temperature (deg C),0.96,
1731,LONG001.3-4177,2/5/2015,9:15,pH - Field (None),8.36,
1731,LONG001.3-4177,2/5/2015,9:15,Specific Conductivity (umho/cm),102,
1731,LONG001.3-4177,2/5/2015,9:15,Dissolved Oxygen (mg/l),13.37,
1731,LONG001.3-4177,2/5/2015,9:15,Turbidity (NTU),3.73,
1731,LONG001.3-4177,2/5/2015,9:15,Suspended Sediment (mg/l),0.25,
1666,ELKR000.5-4177,2/5/2015,9:30,Water Temperature (deg C),0.87,
1666,ELKR000.5-4177,2/5/2015,9:30,pH - Field (None),8.09,
1666,ELKR000.5-4177,2/5/2015,9:30,Specific Conductivity (umho/cm),87,
1666,ELKR000.5-4177,2/5/2015,9:30,Dissolved Oxygen (mg/l),13.6,
1666,ELKR000.5-4177,2/5/2015,9:30,Turbidity (NTU),2.15,
1666,ELKR000.5-4177,2/5/2015,9:30,Suspended Sediment (mg/l),1.03,
1667,WPIN001.5-4177,2/5/2015,10:30,Water Temperature (deg C),1.21,
1667,WPIN001.5-4177,2/5/2015,10:30,pH - Field (None),7.99,
1667,WPIN001.5-4177,2/5/2015,10:30,Specific Conductivity (umho/cm),49,
1667,WPIN001.5-4177,2/5/2015,10:30,Dissolved Oxygen (mg/l),13.52,
1667,WPIN001.5-4177,2/5/2015,10:30,Turbidity (NTU),1.55,
1667,WPIN001.5-4177,2/5/2015,10:30,Suspended Sediment (mg/l),0.54,
1669,BLOC001.3-4177,7/8/2014,8:15,Flow (cfs),8.8,
1669,BLOC001.3-4177,7/8/2014,8:15,Water Temperature (deg C),18.38,
1669,BLOC001.3-4177,7/8/2014,8:15,pH - Field (None),7.6,
1669,BLOC001.3-4177,7/8/2014,8:15,Specific Conductivity (umho/cm),148,
1669,BLOC001.3-4177,7/8/2014,8:15,Dissolved Oxygen (mg/l),9.15,
1669,BLOC001.3-4177,7/8/2014,8:15,Turbidity (NTU),2.64,
1669,BLOC001.3-4177,7/8/2014,8:15,Suspended Sediment (mg/l),2,
92,LPIN000.2-4177,7/8/2014,9:15,Flow (cfs),35.73,
92,LPIN000.2-4177,7/8/2014,9:15,Water Temperature (deg C),21.55,
92,LPIN000.2-4177,7/8/2014,9:15,pH - Field (None),7.61,
92,LPIN000.2-4177,7/8/2014,9:15,Specific Conductivity (umho/cm),160,
92,LPIN000.2-4177,7/8/2014,9:15,Dissolved Oxygen (mg/l),9,
92,LPIN000.2-4177,7/8/2014,9:15,Turbidity (NTU),3.22,
92,LPIN000.2-4177,7/8/2014,9:15,Suspended Sediment (mg/l),2,
1806,MARS001.5-4177,7/8/2014,11:45,Flow (cfs),22.124,
1806,MARS001.5-4177,7/8/2014,11:45,Water Temperature (deg C),18.87,
1806,MARS001.5-4177,7/8/2014,11:45,pH - Field (None),7.39,
1806,MARS001.5-4177,7/8/2014,11:45,Specific Conductivity (umho/cm),167,
1806,MARS001.5-4177,7/8/2014,11:45,Dissolved Oxygen (mg/l),8.86,
1806,MARS001.5-4177,7/8/2014,11:45,Turbidity (NTU),5.73,
1806,MARS001.5-4177,7/8/2014,11:45,Suspended Sediment (mg/l),5,
1666,ELKR000.5-4177,7/8/2014,12:30,Flow (cfs),11.335,
1666,ELKR000.5-4177,7/8/2014,12:30,Water Temperature (deg C),19.35,
1666,ELKR000.5-4177,7/8/2014,12:30,pH - Field (None),8.13,
1666,ELKR000.5-4177,7/8/2014,12:30,Specific Conductivity (umho/cm),98,
1666,ELKR000.5-4177,7/8/2014,12:30,Dissolved Oxygen (mg/l),9.4,
1666,ELKR000.5-4177,7/8/2014,12:30,Turbidity (NTU),1.92,
1666,ELKR000.5-4177,7/8/2014,12:30,Suspended Sediment (mg/l),2,
1731,LONG001.3-4177,7/8/2014,13:00,Flow (cfs),4.602,
1731,LONG001.3-4177,7/8/2014,13:00,Water Temperature (deg C),19.23,
1731,LONG001.3-4177,7/8/2014,13:00,pH - Field (None),7.71,
1731,LONG001.3-4177,7/8/2014,13:00,Specific Conductivity (umho/cm),123,
1731,LONG001.3-4177,7/8/2014,13:00,Dissolved Oxygen (mg/l),9,
1731,LONG001.3-4177,7/8/2014,13:00,Turbidity (NTU),1.07,
1731,LONG001.3-4177,7/8/2014,13:00,Suspended Sediment (mg/l),1,
1811,PINE077.1-4177,7/9/2014,7:45,Flow (cfs),5.637,
1811,PINE077.1-4177,7/9/2014,7:45,Water Temperature (deg C),13.72,
1811,PINE077.1-4177,7/9/2014,7:45,pH - Field (None),7.55,
1811,PINE077.1-4177,7/9/2014,7:45,Specific Conductivity (umho/cm),88,
1811,PINE077.1-4177,7/9/2014,7:45,Dissolved Oxygen (mg/l),9.5,
1811,PINE077.1-4177,7/9/2014,7:45,Turbidity (NTU),2.47,
1811,PINE077.1-4177,7/9/2014,7:45,Suspended Sediment (mg/l),2,
1810,NINE000.1-4177,7/9/2014,8:45,Flow (cfs),12.638,
1810,NINE000.1-4177,7/9/2014,8:45,Water Temperature (deg C),13.26,
1810,NINE000.1-4177,7/9/2014,8:45,pH - Field (None),7.2,
1810,NINE000.1-4177,7/9/2014,8:45,Specific Conductivity (umho/cm),60,
1810,NINE000.1-4177,7/9/2014,8:45,Dissolved Oxygen (mg/l),9.76,
1810,NINE000.1-4177,7/9/2014,8:45,Turbidity (NTU),2.13,
1810,NINE000.1-4177,7/9/2014,8:45,Suspended Sediment (mg/l),2,
1667,WPIN001.5-4177,7/9/2014,9:30,Flow (cfs),38.821,
1667,WPIN001.5-4177,7/9/2014,9:30,Water Temperature (deg C),16.59,
1667,WPIN001.5-4177,7/9/2014,9:30,pH - Field (None),7.34,
1667,WPIN001.5-4177,7/9/2014,9:30,Specific Conductivity (umho/cm),58,
1667,WPIN001.5-4177,7/9/2014,9:30,Dissolved Oxygen (mg/l),9.28,
1667,WPIN001.5-4177,7/9/2014,9:30,Turbidity (NTU),1.6,
1667,WPIN001.5-4177,7/9/2014,9:30,Suspended Sediment (mg/l),1,
1805,PINE048.8-4177,7/9/2014,11:30,Water Temperature (deg C),21.93,
1805,PINE048.8-4177,7/9/2014,11:30,pH - Field (None),8.71,
1805,PINE048.8-4177,7/9/2014,11:30,Specific Conductivity (umho/cm),98,
1805,PINE048.8-4177,7/9/2014,11:30,Dissolved Oxygen (mg/l),9.86,
1805,PINE048.8-4177,7/9/2014,11:30,Turbidity (NTU),3.37,
1805,PINE048.8-4177,7/9/2014,11:30,Suspended Sediment (mg/l),1,
1669,BLOC001.3-4177,3/19/2015,9:00,Water Temperature (deg C),0.23,
1669,BLOC001.3-4177,3/19/2015,9:00,pH - Field (None),7.87,
1669,BLOC001.3-4177,3/19/2015,9:00,Specific Conductivity (umho/cm),127,
1669,BLOC001.3-4177,3/19/2015,9:00,Dissolved Oxygen (mg/l),14.29,
1669,BLOC001.3-4177,3/19/2015,9:00,Turbidity (NTU),3.7,
1731,LONG001.3-4177,3/19/2015,10:05,Water Temperature (deg C),0.4,
1731,LONG001.3-4177,3/19/2015,10:05,pH - Field (None),7.43,
1731,LONG001.3-4177,3/19/2015,10:05,Specific Conductivity (umho/cm),85,
1731,LONG001.3-4177,3/19/2015,10:05,Dissolved Oxygen (mg/l),14.23,
1731,LONG001.3-4177,3/19/2015,10:05,Turbidity (NTU),5,
1666,ELKR000.5-4177,3/19/2015,11:05,Water Temperature (deg C),1.85,
1666,ELKR000.5-4177,3/19/2015,11:05,pH - Field (None),7.42,
1666,ELKR000.5-4177,3/19/2015,11:05,Specific Conductivity (umho/cm),63,
1666,ELKR000.5-4177,3/19/2015,11:05,Dissolved Oxygen (mg/l),13.83,
1666,ELKR000.5-4177,3/19/2015,11:05,Turbidity (NTU),19.8,
92,LPIN000.2-4177,3/19/2015,13:50,Water Temperature (deg C),3.07,
92,LPIN000.2-4177,3/19/2015,13:50,pH - Field (None),7.3,
92,LPIN000.2-4177,3/19/2015,13:50,Specific Conductivity (umho/cm),92,
92,LPIN000.2-4177,3/19/2015,13:50,Dissolved Oxygen (mg/l),14.04,
92,LPIN000.2-4177,3/19/2015,13:50,Turbidity (NTU),3.5,
92,LPIN000.2-4177,4/13/2015,11:15,Water Temperature (deg C),7.64,
92,LPIN000.2-4177,4/13/2015,11:15,pH - Field (None),7.3,
92,LPIN000.2-4177,4/13/2015,11:15,Specific Conductivity (umho/cm),72,
92,LPIN000.2-4177,4/13/2015,11:15,Dissolved Oxygen (mg/l),12.28,
92,LPIN000.2-4177,4/13/2015,11:15,Turbidity (NTU),3.94,
92,LPIN000.2-4177,4/13/2015,11:15,Suspended Sediment (mg/l),5.7,
1810,NINE000.1-4177,4/14/2015,12:00,Flow (cfs),97.04,
1810,NINE000.1-4177,4/14/2015,12:00,Water Temperature (deg C),8.2,
1810,NINE000.1-4177,4/14/2015,12:00,pH - Field (None),6.93,
1810,NINE000.1-4177,4/14/2015,12:00,Specific Conductivity (umho/cm),51.1,
1810,NINE000.1-4177,4/14/2015,12:00,Dissolved Oxygen (mg/l),12.87,
1810,NINE000.1-4177,4/14/2015,12:00,Turbidity (NTU),3.35,
1811,PINE077.1-4177,4/14/2015,12:30,Flow (cfs),49.077,
1811,PINE077.1-4177,4/14/2015,12:30,Water Temperature (deg C),8.4,
1811,PINE077.1-4177,4/14/2015,12:30,pH - Field (None),7.1,
1811,PINE077.1-4177,4/14/2015,12:30,Specific Conductivity (umho/cm),64,
1811,PINE077.1-4177,4/14/2015,12:30,Dissolved Oxygen (mg/l),12.91,
1811,PINE077.1-4177,4/14/2015,12:30,Turbidity (NTU),3.35,
1811,PINE077.1-4177,4/14/2015,12:30,Suspended Sediment (mg/l),9,
1731,LONG001.3-4177,4/15/2015,8:00,Flow (cfs),76.452,
1731,LONG001.3-4177,4/15/2015,8:00,Water Temperature (deg C),5,
1731,LONG001.3-4177,4/15/2015,8:00,pH - Field (None),7.39,
1731,LONG001.3-4177,4/15/2015,8:00,Specific Conductivity (umho/cm),71.3,
1731,LONG001.3-4177,4/15/2015,8:00,Dissolved Oxygen (mg/l),13.82,
1731,LONG001.3-4177,4/15/2015,8:00,Turbidity (NTU),4.15,
1731,LONG001.3-4177,4/15/2015,8:00,Suspended Sediment (mg/l),7.2,
1666,ELKR000.5-4177,4/15/2015,9:00,Flow (cfs),64.67,
1666,ELKR000.5-4177,4/15/2015,9:00,Water Temperature (deg C),5.3,
1666,ELKR000.5-4177,4/15/2015,9:00,pH - Field (None),7.37,
1666,ELKR000.5-4177,4/15/2015,9:00,Specific Conductivity (umho/cm),60.2,
1666,ELKR000.5-4177,4/15/2015,9:00,Dissolved Oxygen (mg/l),14.14,
1666,ELKR000.5-4177,4/15/2015,9:00,Turbidity (NTU),9.35,
1667,WPIN001.5-4177,4/15/2015,11:45,Flow (cfs),364.458,
1667,WPIN001.5-4177,4/15/2015,11:45,Water Temperature (deg C),7.7,
1667,WPIN001.5-4177,4/15/2015,11:45,pH - Field (None),6.94,
1667,WPIN001.5-4177,4/15/2015,11:45,Specific Conductivity (umho/cm),40.5,
1667,WPIN001.5-4177,4/15/2015,11:45,Dissolved Oxygen (mg/l),13.29,
1667,WPIN001.5-4177,4/15/2015,11:45,Turbidity (NTU),4.27,
1667,WPIN001.5-4177,4/15/2015,11:45,Suspended Sediment (mg/l),5.6,
1806,MARS001.5-4177,4/15/2015,12:30,Water Temperature (deg C),8.4,
1806,MARS001.5-4177,4/15/2015,12:30,pH - Field (None),7.1,
1806,MARS001.5-4177,4/15/2015,12:30,Specific Conductivity (umho/cm),112.7,
1806,MARS001.5-4177,4/15/2015,12:30,Dissolved Oxygen (mg/l),12.58,
1806,MARS001.5-4177,4/15/2015,12:30,Turbidity (NTU),8.46,
1806,MARS001.5-4177,4/15/2015,12:30,Suspended Sediment (mg/l),14.7,
1805,PINE048.8-4177,4/15/2015,14:00,Water Temperature (deg C),9.1,
1805,PINE048.8-4177,4/15/2015,14:00,pH - Field (None),7.34,
1805,PINE048.8-4177,4/15/2015,14:00,Specific Conductivity (umho/cm),68.7,
1805,PINE048.8-4177,4/15/2015,14:00,Dissolved Oxygen (mg/l),13.3,
1805,PINE048.8-4177,4/15/2015,14:00,Turbidity (NTU),11.2,
1805,PINE048.8-4177,4/15/2015,14:00,Suspended Sediment (mg/l),9.8,
1669,BLOC001.3-4177,4/13/2015,10:30,Water Temperature (deg C),6.26,
1669,BLOC001.3-4177,4/13/2015,10:30,pH - Field (None),7.23,
1669,BLOC001.3-4177,4/13/2015,10:30,Specific Conductivity (umho/cm),92,
